序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
18764,特性,品质,差劣,差劣,n.,botch,,en [bɒtʃ] us [bɑtʃ],拙劣的工作；粗制滥造,,I rather made a botch of that whole thing.我结果把那整件事弄得一团糟。,"(noun) An action, job, or task that has been performed very badly; a ruined, defective, or clumsy piece of work. | (verb) To perform (a task) in an unacceptable or incompetent manner; to make a mess of something",,"vt. 糟蹋；拙笨地修补；拙劣地拼凑
vi. 拙笨地修补；弄坏某事物
n. 难看的补缀；笨拙的修补；笨拙的工作"
22763,特性,品质,差劣,差劣,n.,carrion,,en ['kærɪən] us ['kærɪən],腐肉；不洁之物,,,(noun) Dead flesh; carcasses.,,"n. （动物的）腐肉；不洁之物
adj. 腐肉的；腐朽的
n. (Carrion) （美、西）卡里翁（人名）"
16359,特性,品质,差劣,差劣,a.,cheesy,,en ['tʃiːzɪ] us ['tʃizi],劣质的；粗俗的；庸俗的,,an incredibly cheesy love song  一首极其庸俗的情歌,"(adjective) Overdramatic, excessively emotional or clichéd, trite, contrived.",,adj. 干酪质的；下等的；虚伪的
16816,特性,品质,差劣,差劣,a.,corrosive,,en [kə'rəʊsɪv] us [kə'rosɪv],腐蚀的；逐渐破坏的；恶意讽刺的,,,"(noun) That which has the quality of eating or wearing away gradually. | (adjective) Eating away; having the power of gradually wearing, hanging, or destroying the texture or substance of a body; as the corrosive action of an acid.",,"adj. 腐蚀的；侵蚀性的
n. 腐蚀物"
23223,特性,品质,差劣,差劣,a.,crappy,,en ['kræpɪ] us ['kræpi],蹩脚的；糟糕的；没价值的,,a crappy novel粗制滥造的小说,(adjective) (mildly) Of very poor quality; unpleasant; distasteful.,,adj. 蹩脚的；糟糕的；没价值的
23015,特性,品质,差劣,差劣,a.,crummy,,en ['krʌmɪ] us [ 'krʌmi ],劣质的,,The house is so old and crummy it's falling apart.那座房子太破旧，都开始坍塌了。Most of his songs are pretty crummy. 他的歌曲大多糟糕透顶。,"(noun) A small van, bus, or railway car used to transport loggers or other resource workers to and from the worksite. | (adjective) Bad; poor.",,adj. 微不足道的；寒酸的；肮脏的
26544,特性,品质,差劣,差劣,a.,cut-rate,,"en ['kʌt,reit] us [ 'kʌt,reit ]",打折扣的，粗劣的，二流货的,,cut-rate auto insurance打折的汽车保险,(adjective) Offered for sale or rent at a lower than usual rate,,adj. 粗劣的；二流货的；打折扣的
17230,特性,品质,差劣,差劣,a.,decadent,,en ['dekəd(ə)nt] us ['dɛkədənt],衰败的，堕落的,,the decadent rich贪图享乐的富豪；a decadent lifestyle/society堕落的生活方式；腐朽的社会,(noun) A person affected by moral decay. | (adjective) Characterized by moral or cultural decline.,,"adj. 颓废的；衰微的
n. 颓废者"
11277,特性,品质,差劣,差劣,a.,defective,,en [dɪ'fektɪv] us [dɪ'fɛktɪv],有缺陷的；不完美的,,,(noun) A person or thing considered to be defective. | (adjective) Having one or more defects.,,"adj. 有缺陷的；不完美的
n. 有缺陷的人；不完全变化词"
13385,特性,品质,差劣,差劣,a.,flimsy,,en ['flɪmzɪ] us ['flɪmzi],脆弱的；浅薄的；易坏的；不周密的,,a flimsy excuse站不住脚的辩解,(noun) Thin typing paper used to make multiple copies. | (adjective) Likely to bend or break under pressure.,,"adj. 脆弱的；浅薄的；易损坏的；不周密的
n. 薄纸；复写纸；打字纸"
13288,特性,品质,差劣,差劣,n.,fodder,,en ['fɒdə] us ['fɑdɚ],饲料；素材,,"Without education, these children will end up as factory fodder.不受教育，这些孩子将来只能到工厂干活。This story will be more fodder for the gossip columnists.这个传闻会是闲谈专栏作家的又一素材。","(noun) Food for animals; that which is fed to cattle, horses, and sheep, such as hay, cornstalks, vegetables, etc. | (verb) To feed animals (with fodder).",,"n. 饲料；素材
vt. 喂"
7848,特性,品质,差劣,差劣,a.,foul,,en [faʊl] us [faʊl],腐烂的；令人讨厌的；恶臭的；肮脏的,,foul air/breath污浊难闻的空气╱气息；a foul night风雨交加的夜晚,"(adjective) Covered with, or containing unclean matter; dirty.",,"adj. 犯规的；邪恶的；污秽的；淤塞的
vt. 犯规；弄脏；淤塞；缠住，妨害
vi. 犯规；腐烂；缠结
n. 犯规；缠绕
adv. 违反规则地，不正当地"
22592,特性,品质,差劣,差劣,a.,four-letter,,en ['fɔ:'letə],下流的；庸俗的,,,"{Merriam-Webster} (adjective) of, relating to, or being four-letter words",,adj. 下流的；庸俗的；使用四字母忌讳词的
23774,特性,品质,差劣,差劣,n.,grunge,,en [ɡrʌndʒ] us [ɡrʌndʒ],垃圾摇滚乐；蹩脚货；乏味的东西；难看的东西,,,"(noun) Dirt or filth, especially when difficult to clean.",,"n. 蹩脚货；乏味的东西；难看的东西
n. 邋遢文化；颓废文化"
29820,特性,品质,差劣,差劣,a.,grungy,,en ['ɡrʌndʒɪ] us ['ɡrʌndʒi],低劣的；丑的,,grungy motel rooms.汽车旅馆里脏乱不堪的房间,(adjective) Dirty; shabby; in disrepair.,,adj. 低劣的；丑的；蹩脚的；脏的
16973,特性,品质,差劣,差劣,a.,indecent,,en [ɪn'diːs(ə)nt] us [ɪn'disnt],下流的；不礼貌的,,,(adjective) Offensive to good taste,,adj. 下流的；不礼貌的；不得体的
7633,特性,品质,差劣,差劣,a.,inferior,,en [ɪn'fɪərɪə] us [ɪn'fɪrɪɚ],差的；自卑的；下级的，下等的,,,(noun) A person of lower stature to another | (adjective) Of lower quality,,"adj. 差的；自卑的；下级的，下等的
n. 下级；次品"
11242,特性,品质,差劣,差劣,a.,intrusive,,en [ɪn'truːsɪv] us [ɪn'trusɪv],侵入的；打扰的,,,"(noun) An igneous rock that is forced, while molten, into cracks or between other layers of rock | (adjective) Tending to intrude; doing that which is not welcome; interrupting or disturbing; entering without permission or welcome.",,adj. 侵入的；打扰的
26321,特性,品质,差劣,差劣,n.,knell,3,en [nel] us [nɛl],丧钟声；凶兆,,The tax increase sounded the death knell for the business. 税赋的增加为这个企业敲响了丧钟。It'sounds like a knell. 听起来像是一场悲剧.,"(noun) The sound of a bell knelling; a toll (particularly one signalling a death). | (verb) To ring a bell slowly, especially for a funeral; to toll.",,"n. 丧钟声；凶兆；哀伤的声音
vi. 鸣丧钟；预报凶兆；发出哀伤之声
vt. 敲丧钟召集"
4517,特性,品质,差劣,差劣,a.,nasty,3,en ['nɑːstɪ] us ['næsti],极差的；恶心的；恶意的；有害的；难对付的,,,"(noun) Something nasty. | (adjective) Dirty, filthy.",,"adj. 极差的；恶心的；恶意的；有害的；严重的（伤、疾病）；粗鲁的，下流的；可恶的；难对付的
n. 令人不快的人（或物）；可恶；恐怖录像或影片
n. (Nasty) （俄、美、印）耐史迪（人名）"
23797,特性,品质,差劣,差劣,a.,shitty,,en ['ʃɪti] us [ 'ʃiti ],较差的；劣等的,,,(adjective) Very bad; unpleasant; miserable; insignificant.,,adj. 较差的；劣等的
17867,特性,品质,差劣,差劣,a.,shoddy,,en ['ʃɒdɪ] us ['ʃɑdi],劣质材料的，质量或工艺差的，低劣模仿的,,,"(noun) A low-grade cloth made from by-products of wool processing, or from recycled wool. | (adjective) Of poor quality or construction",,"adj. 劣质的，粗制滥造的；卑鄙的，不正当的
n. 长弹毛（织物），软再生毛（织物）"
14479,特性,品质,差劣,差劣,a.,spent,,en [spent] us [spɛnt],用过已废的，失效的,,"spent matches用过的火柴；After the gruelling test, he felt totally spent. 紧张的考试过后，他感觉筋疲力尽了。","(verb) To pay out (money). | (adjective) Consumed, used up, exhausted, depleted.",,"adj. 用过已废的，失效的；耗尽了的，精疲力尽的
v. 花费，耗费；浪费（spend 的过去式和过去分词）"
27977,特性,品质,差劣,差劣,a.,third-rate,,en ['θə:d'reit] us [ 'θə:d'reit ],三流的；三等的,,,(noun) A British ship-of-the-line with 64 to 80 guns divided across two gun decks. | (adjective) Of lesser value or quality than second-rate.,,adj. 三流的；三等的；差劲的；下等的
11209,特性,品质,差劣,差劣,a.,undesirable,,"en [ʌndɪ'zaɪərəb(ə)l] us [,ʌndɪ'zaɪərəbl]",不良的；不受欢迎的,,,(noun) An undesirable person | (adjective) Objectionable or not likely to please,,"adj. 不良的；不受欢迎的；不合需要的
n. 不良分子；不受欢迎的人"
24700,特性,品质,差劣,差劣,a.,unpalatable,,en [ʌn'pælətəb(ə)l] us [ʌn'pælətəbl],味道差的，难吃的；讨人厌的,,,(noun) Anything distasteful. | (adjective) Unpleasant to the taste,,adj. 味道差的，难吃的；讨人厌的，使人不快的
15393,特性,品质,差劣,差劣,a.,worst-case,,en ['wə:stkeis],作最坏打算的；最糟情况的,,,(adjective) In the least favorable of all possible circumstances.,,adj. 作最坏打算的；最糟情况的
16912,特性,品质,差劣,陈旧,a.,banal,,en [bə'nɑːl; -'næl] us [bə'nɑl],平凡的；陈腐的,,The allegations ranged from the banal to the bizarre.从平淡无奇到离奇百怪的各种说法都有。,"(adjective) Common in a boring way, to the point of being predictable; containing nothing new or fresh.",,"adj. 陈腐的；平庸的；老一套的
n. (Banal)人名；(法、意)巴纳尔"
14370,特性,品质,差劣,陈旧,a.,dilapidated,,en [dɪ'læpɪdeɪtɪd] us [ di'læpideitid ],失修的；破败的,,,"(verb) To fall into ruin or disuse. | (adjective) Having fallen into a state of disrepair or deterioration, especially through neglect.",,"adj. 荒废的，破旧的，要塌似的；受破坏的
v. 使荒废（dilapidate 的过去式和过去分词）"
26832,特性,品质,差劣,陈旧,a.,dog-eared,,"en [dɔɡ,iəd] us [ dɔɡ,iəd ]",（指书页或纸张）卷角的，翻旧了的,,She studies very hard: her English dictionary is completely dog-eared. 她非常用功: 她的英文字典已经翻烂了。He lent me some dog-eared novels. 他借给我一些翻旧了的小说。,"(adjective) (of a page in a book) Bent or slightly ragged in appearance, especially due to having been read many times.",,adj. （书页）折角的；（衣衫）褴褛的；陈腐的
44693,特性,品质,差劣,陈旧,a.,fusty,,en ['fʌstɪ] us [ 'fʌsti ],发霉味的；(想法或人)过时的，守旧的,,"fusty old carpets发霉味的旧地毯；» a dark fusty room 
阴暗霉湿的房间",(adjective) Moldy or musty.,,adj. 发霉的；守旧的，老式的
28794,特性,品质,差劣,陈旧,a.,hackneyed,,en ['hæknɪd] us ['hæknɪd],（语句、画面等）陈腐的，陈词滥调的,,The hackneyed phrase came unintended to his lips.他顺口说了这句老掉牙的套话。Things we learn at school are always hackneyed. 我们在学校学的东西总是很陈腐。a hackneyed phrase/subject陈词滥调；老生常谈的话题,(verb) To make uninteresting or trite by frequent use. | (adjective) Repeated too often.,,"adj. 陈腐的；平庸的
v. 出租（马匹、马车等）；役使（hackney的过去式）"
29750,特性,品质,差劣,陈旧,n.,hand-me-down,,"en ['hændmi:,daun] us [ 'hændmi:,daun ]",传下来的东西；现成的廉价衣服,,She hated having to wear her sister's hand-me-downs.她讨厌穿她姐姐穿过的旧衣服。His article is full of hand-me-down concepts. 他那篇文章尽是拾人牙慧的观念.,"(noun) An item that is passed along for someone else to use; especially, a piece of clothing or other item which has been outgrown by an older sibling and passed down to a younger one. | (adjective) Used or second-hand, passed along by its prior user.",,"adj. 传下来的；现成而价廉质次的
n. 传下来的东西；现成的廉价衣服"
22976,特性,品质,差劣,陈旧,a.,moldy,,en ['məʊldɪ] us ['moldi],发霉的；乏味的；陈腐的,,,(adjective) Covered with mold.,,adj. 发霉的；乏味的；陈腐的
16075,特性,品质,差劣,陈旧,a.,musty,,en ['mʌstɪ] us ['mʌsti],发霉的，陈腐的；过时的；生疏的,moldy,,(adjective) Having a stale odor.,,adj. 发霉的；落伍的；冷淡的
10153,特性,品质,差劣,陈旧,a.,stale,,en [steɪl] us [stel],不新鲜的，陈腐的,,"stale jokes老掉牙的笑话；Their marriage had gone stale. 他们的婚姻已了无热情。After ten years in the job, she felt stale and needed a change. 在那个岗位干了十年之后，她觉得腻了，需要换换工作。","(noun) Something stale; a loaf of bread or the like that is no longer fresh. | (verb) (of alcohol) To make stale; to age in order to clear and strengthen (a drink, especially beer).",,"adj. 陈腐的；不新鲜的
vi. 变陈旧；撒尿；变得不新鲜
vt. 使变旧；变得不新鲜
n. 尿
n. (Stale)人名；(塞)斯塔莱"
20134,特性,品质,差劣,陈旧,a.,threadbare,,en ['θredbeə] us ['θrɛdbɛr],破旧的；陈旧的,,a threadbare argument老掉牙的论点；The song was a tissue of threadbare clichés.这首歌是一套老掉牙的陈词滥调。threadbare excuses陈腐的借口,"(adjective) (of cloth) shabby, frayed and worn to an extent that warp threads show",,adj. 磨破的；衣衫褴褛的；乏味的；俗套的
22157,特性,品质,差劣,陈旧,a.,trite,,en [traɪt] us [traɪt],陈腐的；平庸的；老一套的,,a trite retread of an old musical一部旧音乐喜剧的翻版,"(adjective) Often in reference to a word or phrase: used so many times that it is commonplace, or no longer interesting or effective; worn out, hackneyed.",,adj. 陈腐的；平庸的；老一套的
18124,特性,品质,差劣,陈旧,a.,well-worn,,en ['wel'wɔ:n] us [ 'wel'wɔ:n ],用旧了的；老生常谈的,,"To use a well-worn cliche, it is packed with information. 说得老套一点，其内容翔实。well-worn party dogma and ideology迂腐不堪的政党教条和意识形态",(adjective) Showing signs of wear because of extensive use,,adj. 用旧了的；老生常谈的；平凡的
42561,特性,品质,差劣,陈旧/古老,a.,antediluvian,,"en [,æntɪdɪ'luːvɪən] us [,æntɪdɪ'luvɪən]",古老的，陈旧的；大洪水以前的,,,(noun) One who lived prior to Noah's Flood. | (adjective) Ancient or antiquated.,,"adj. 大洪水前的；远古的；陈旧的；旧式的
n. 大洪水以前的人；年迈的人；不合时宜的人"
